Segment,Cohort,Metric,MOB_Start,MOB_End,Approach,Param1,Param2,Explanation
NON PRIME,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-L,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-M,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NRP-S,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
PRIME,ALL,WO_DebtSold,0,999,Zero,,,Reduce WO to preserve GBV
NON PRIME,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-L,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-M,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
NRP-S,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
PRIME,ALL,WO_Other,0,999,CohortAvg,12.0,,Rare-12mo
